User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1003929,P00209742,M,26-35,5,B,1,1,1,11.0,15.0,18983
1003401,P00323642,M,36-45,7,B,1,0,8,,,6098
1000822,P00114442,F,26-35,1,B,0,1,5,6.0,,3614
1004109,P00110742,M,36-45,3,B,0,0,1,2.0,8.0,11855
1003300,P00152742,M,36-45,5,B,1,0,5,,,8569
1004089,P00243842,M,26-35,7,A,1,0,8,,,5845
1003389,P00260042,M,18-25,0,A,0,0,5,8.0,,5368
1000854,P00297042,F,26-35,16,B,1,0,8,,,6079
1000524,P00289342,M,18-25,0,A,0,0,5,8.0,14.0,7028
1003453,P00362642,M,36-45,7,C,1,0,8,18.0,,9823
1001899,P00175242,F,46-50,6,A,1,1,2,,,13187
1001383,P00087542,F,26-35,7,A,1,0,5,12.0,,5261
1002854,P00195442,F,18-25,4,B,1,0,5,,,3618
1000426,P00371644,M,18-25,4,A,1,1,20,,,486
1002998,P00344942,F,26-35,1,C,0,1,5,,,1817
1002529,P00251242,F,36-45,9,A,3,0,5,11.0,,7041
1002590,P00330342,M,18-25,4,A,0,0,5,11.0,16.0,6943
1000504,P00110542,M,26-35,2,C,2,0,8,,,10012
1004946,P00084442,F,36-45,1,B,1,0,13,16.0,,557
1001029,P00222142,M,26-35,0,B,0,0,5,13.0,,6898
1000015,P00319042,M,26-35,7,A,1,0,5,,,7076
1004861,P00115342,M,26-35,4,C,1,0,5,8.0,14.0,6935
1005793,P00121642,M,26-35,2,C,1,1,5,14.0,,5328
1003083,P00039942,F,51-55,0,C,0,0,8,,,6094
1000889,P00103042,M,46-50,20,A,1,0,1,14.0,,8192
1001052,P00085942,F,36-45,2,C,1,0,2,4.0,8.0,16417
1000482,P00054942,M,26-35,14,A,2,1,5,8.0,,6972
1004647,P00014742,M,36-45,20,B,1,1,11,,,2999
1003077,P00101842,M,18-25,4,B,2,0,6,16.0,,16282
1004041,P00136142,M,18-25,3,B,2,0,6,16.0,,8479
1001293,P00230942,M,26-35,5,C,1,0,5,14.0,,6919
1002063,P00154042,M,26-35,4,A,3,0,1,2.0,15.0,15308
1000102,P00229342,M,36-45,19,C,3,0,5,14.0,,2028
1004080,P00051442,M,36-45,1,C,2,0,8,17.0,,9965
1002177,P00100442,F,36-45,20,C,3,1,2,4.0,5.0,6961
1001484,P00139942,M,26-35,12,C,1,0,5,,,7006
1002946,P00233842,M,36-45,16,A,0,1,1,15.0,,8196
1004568,P00313042,F,26-35,4,B,2,1,5,14.0,,7029
1004039,P00334242,M,26-35,16,A,2,1,1,8.0,,15726
1005493,P00120242,M,36-45,12,B,3,0,8,,,8115
1000173,P00275842,M,26-35,0,B,1,1,2,9.0,15.0,16048
1003384,P00057942,M,36-45,7,C,1,0,1,2.0,6.0,12068
1003735,P00051442,M,26-35,0,B,0,0,8,17.0,,9818
1001300,P00307542,M,0-17,10,C,3,0,1,15.0,,7669
1005099,P00181442,M,18-25,0,B,3,0,11,,,7425
1000149,P00251942,M,26-35,1,B,2,1,1,2.0,5.0,11377
1005747,P00143642,M,26-35,0,B,4+,1,1,2.0,6.0,4348
1004945,P00051442,M,51-55,0,C,4+,1,8,17.0,,4148
1005046,P00350142,M,26-35,16,A,0,0,8,17.0,,9887
1006028,P00145242,M,18-25,4,A,4+,0,2,4.0,,3341
1003410,P00346142,M,36-45,1,B,3,1,1,15.0,,7689
1004345,P00092642,F,26-35,14,B,1,0,5,8.0,,5220
1005469,P00346542,M,36-45,12,C,2,0,10,13.0,16.0,18561
1002185,P00114442,M,46-50,17,C,2,1,5,6.0,,7140
1004034,P00157342,M,26-35,0,C,1,1,8,,,6012
1004422,P0097242,M,26-35,5,A,1,1,1,16.0,,15199
1003648,P00222142,M,18-25,4,B,1,0,5,13.0,,6872
1004279,P00173742,M,26-35,16,B,1,0,1,5.0,8.0,15891
1003423,P00218942,M,26-35,7,C,2,0,5,,,3692
1001778,P00347642,M,18-25,4,B,1,0,1,6.0,,15395
1000204,P00280842,M,26-35,7,B,1,1,1,8.0,,8137
1003380,P00046242,M,51-55,0,B,2,1,8,,,7870
1001287,P00278642,F,51-55,7,B,3,0,5,,,8895
1004271,P00322042,M,36-45,7,B,2,0,5,8.0,,7166
1005938,P00237542,M,26-35,1,C,1,1,1,15.0,16.0,19189
1003161,P00117542,M,26-35,7,A,2,0,18,,,3853
1005886,P00268442,M,26-35,20,A,2,0,8,17.0,,8136
1000601,P00276642,F,18-25,20,B,3,1,8,11.0,,5954
1005916,P00245242,M,51-55,20,B,1,1,11,,,5981
1000687,P00230942,F,26-35,7,C,4+,0,5,14.0,,6891
1001088,P00103042,F,0-17,10,A,3,0,1,14.0,,12093
1002761,P00039742,M,36-45,6,B,0,0,5,,,7134
1003690,P00229742,M,18-25,0,B,2,0,1,16.0,,11625
1003859,P00262242,M,26-35,0,C,1,0,1,11.0,16.0,15338
1002814,P00241642,M,36-45,7,B,1,0,1,2.0,11.0,11993
1000700,P00262342,M,51-55,17,C,1,1,15,16.0,,21366
1002881,P00144042,F,26-35,12,C,1,1,2,3.0,4.0,13158
1002092,P00331842,M,55+,1,B,4+,1,16,,,12268
1004477,P00000642,M,26-35,7,C,2,0,1,6.0,16.0,19667
1001983,P00321042,M,26-35,14,A,3,0,1,17.0,,15578
1001483,P00260442,M,18-25,4,B,1,0,1,15.0,,7787
1003966,P00113642,M,26-35,0,C,2,1,8,,,5904
1002597,P00031042,F,51-55,0,A,3,1,8,,,7984
1004190,P00000142,M,46-50,17,C,0,0,3,4.0,5.0,5586
1002106,P00131042,F,18-25,20,A,3,1,8,,,7982
1002850,P00120042,M,18-25,20,B,4+,0,1,2.0,,15447
1002172,P00192542,M,18-25,20,B,2,0,1,2.0,9.0,8044
1001276,P00042742,M,36-45,17,B,2,0,5,14.0,,8632
1003900,P00178942,F,26-35,14,B,2,1,5,8.0,,8665
1001884,P00106942,M,46-50,20,B,1,1,8,,,7951
1003237,P00127642,M,36-45,7,C,2,1,1,2.0,15.0,11872
1001658,P00103642,F,36-45,6,B,2,0,7,,,16227
1004215,P00028042,M,26-35,7,A,2,0,1,16.0,,11852
1001561,P00183242,F,18-25,4,C,2,0,5,15.0,,7021
1003201,P00059442,M,46-50,7,B,0,1,6,8.0,16.0,20648
1005978,P00113242,M,36-45,1,B,2,0,1,6.0,8.0,11503
1004277,P00273142,M,36-45,16,A,0,0,8,,,8047
1002611,P00007242,M,26-35,3,B,4+,0,8,12.0,,5830
1003557,P00110742,M,18-25,5,B,0,1,1,2.0,8.0,19457
1000690,P0096442,M,26-35,12,C,3,0,4,5.0,12.0,2789
1003261,P00072442,M,46-50,20,B,1,1,2,,,6644
1003858,P00190142,F,46-50,9,B,2,1,3,4.0,5.0,13447
1004425,P00123842,M,36-45,7,B,1,0,11,15.0,,4601
1002668,P00221342,F,26-35,4,A,3,1,1,2.0,5.0,8317
1000408,P00068442,M,26-35,11,A,0,0,18,,,3847
1003401,P00034542,M,36-45,7,B,1,0,8,,,6020
1003988,P00134342,F,26-35,14,B,4+,0,5,,,8786
1001491,P00042242,M,18-25,4,B,1,0,5,15.0,,1852
1005088,P00237542,M,26-35,17,C,1,0,1,15.0,16.0,15295
1003479,P00100842,M,18-25,4,C,2,0,5,,,5333
1001880,P00100742,M,36-45,0,B,3,1,5,17.0,,7064
1004001,P00129542,F,26-35,1,B,1,1,8,14.0,,2256
1000749,P00125042,M,36-45,18,B,0,0,11,,,6015
1001754,P00168342,M,18-25,19,C,3,0,11,15.0,,3108
1001051,P00289642,F,26-35,0,A,0,1,8,,,9943
1004674,P00331942,F,36-45,7,C,1,1,5,,,8600
1005685,P00207742,M,26-35,17,A,0,1,5,14.0,,3643
1001242,P00008342,F,36-45,0,A,0,1,5,8.0,,6956
1003858,P00117442,F,46-50,9,B,2,1,5,14.0,,7136
1004977,P00168442,M,26-35,4,B,2,0,5,,,1805
1005980,P00118142,M,55+,1,C,3,0,8,17.0,,6090
1004294,P00248142,M,0-17,10,C,0,0,5,,,8743
1001223,P00100942,M,26-35,2,C,4+,0,5,,,7003
1002810,P0096042,F,0-17,10,B,2,0,3,4.0,12.0,13416
1005447,P00119542,M,46-50,2,A,3,0,8,14.0,,9988
1004257,P00020242,M,51-55,16,C,2,1,8,14.0,,5977
1005193,P00324942,M,36-45,12,B,2,1,5,,,8776
1005922,P00246342,M,55+,3,C,3,0,11,15.0,,7598
1001764,P00042942,M,18-25,0,B,1,0,1,15.0,,18956
1004085,P00105042,F,26-35,6,A,1,0,5,9.0,,5419
1000582,P00249642,M,18-25,4,C,4+,0,3,5.0,,10589
1000721,P00288242,F,36-45,9,B,1,0,5,14.0,,7135
1005892,P00165842,M,46-50,2,C,4+,0,14,,,4033
1002098,P00086442,M,36-45,20,A,0,1,8,13.0,15.0,10041
1002466,P00317842,M,26-35,15,B,4+,0,8,,,4190
1000881,P00219442,M,18-25,14,A,1,0,8,,,3902
1001068,P00029442,F,18-25,4,B,2,0,8,14.0,,9703
1002021,P00254242,M,26-35,0,C,1,0,5,11.0,12.0,5277
1003382,P00247042,F,0-17,10,A,2,0,5,14.0,,6923
1001344,P00101342,F,26-35,9,C,4+,0,6,8.0,,16553
1005688,P00073642,F,18-25,4,B,1,0,8,,,9821
1002263,P00216342,M,26-35,6,C,2,1,3,4.0,5.0,5558
1002181,P00160642,M,26-35,0,B,4+,1,1,11.0,15.0,4070
1004947,P00246342,M,36-45,17,C,1,1,11,15.0,,6151
1005738,P00271142,M,26-35,12,A,1,1,5,,,7085
1001396,P00126042,F,26-35,12,A,4+,1,8,14.0,,5825
1003191,P00160642,M,26-35,12,B,4+,0,1,11.0,15.0,11477
1003709,P00222642,M,26-35,12,C,3,0,5,,,7124
1000669,P00240442,M,26-35,17,B,2,0,6,16.0,,8181
1000797,P00078742,F,51-55,7,C,1,0,5,8.0,14.0,6949
1000792,P00248142,M,26-35,17,B,2,0,5,,,5448
1002172,P00255542,M,18-25,20,B,2,0,5,,,5142
1004016,P00195842,M,51-55,0,B,1,0,3,4.0,8.0,8150
1004302,P00223542,M,51-55,1,C,1,0,1,8.0,17.0,19394
1005422,P00019842,M,51-55,7,A,2,1,5,,,7193
1005230,P00052642,M,26-35,12,B,4+,0,5,14.0,,7152
1003191,P00307642,M,26-35,12,B,4+,0,5,6.0,,5244
1001941,P00178242,M,36-45,17,A,1,0,8,,,7797
1001301,P00127642,F,26-35,2,C,1,1,1,2.0,15.0,18983
1004926,P00110942,M,0-17,10,C,1,0,1,2.0,,12108
1001687,P00145142,M,26-35,3,A,1,0,5,,,8841
1005032,P00222142,M,18-25,17,A,3,0,5,13.0,,8567
1003521,P00343442,M,26-35,0,B,3,0,12,,,1724
1002700,P00056442,M,26-35,7,C,2,1,2,4.0,,3771
1001772,P00234742,M,55+,2,C,1,0,8,,,6181
1003460,P00174842,M,0-17,4,B,1,0,17,,,13243
1003775,P00190142,M,36-45,12,B,2,0,3,4.0,5.0,8417
1002793,P00218342,M,36-45,7,B,3,0,5,,,5318
1002062,P00148542,M,18-25,4,C,2,0,1,16.0,17.0,11859
1001687,P00259242,M,26-35,3,A,1,0,5,,,8817
1005282,P00270242,F,18-25,4,B,1,1,8,,,9698
1004818,P00370853,F,26-35,17,C,1,1,19,,,50
1005287,P00346442,M,26-35,8,C,0,0,1,2.0,14.0,11759
1003327,P00053342,M,18-25,12,B,4+,0,1,2.0,4.0,3863
1005214,P00304542,F,36-45,9,C,1,0,1,5.0,,8134
1001712,P00370642,M,26-35,0,B,4+,0,8,16.0,,7791
1003823,P00314142,M,55+,7,B,1,0,8,16.0,,5907
1004494,P00121342,M,46-50,0,C,2,1,1,5.0,18.0,19686
1005954,P00019142,M,46-50,11,A,2,1,11,15.0,,1474
1001345,P00321942,F,26-35,2,C,1,1,5,,,8882
1002346,P00173842,F,0-17,10,A,1,0,1,2.0,15.0,15358
1001141,P00220342,F,26-35,3,B,1,1,5,,,8726
1002999,P00187242,M,26-35,7,C,2,0,4,5.0,,800
1003808,P00075742,M,26-35,7,A,2,1,8,14.0,,5929
1004238,P00259042,M,36-45,16,B,3,0,5,,,5311
1003696,P00049442,M,36-45,7,C,3,0,1,8.0,,11885
1004027,P00161842,F,26-35,7,C,0,1,10,13.0,16.0,9284
1004183,P00157642,M,26-35,1,B,4+,0,1,14.0,16.0,3826
1005762,P00001142,F,36-45,6,A,2,1,5,8.0,14.0,5350
1004480,P0098542,M,26-35,0,B,1,0,8,,,5974
1005303,P00116842,F,55+,6,C,3,1,2,5.0,8.0,16126
1000366,P00357242,M,51-55,15,B,1,1,5,,,8614
1003026,P0094142,F,18-25,4,B,1,0,4,5.0,,755
1004557,P00214442,M,26-35,14,A,3,0,8,,,7770
1002950,P00157542,M,18-25,0,C,4+,0,8,14.0,,6151
1005011,P00196042,M,18-25,4,B,1,0,4,9.0,15.0,3452
1003146,P00113342,M,26-35,0,C,2,0,1,8.0,17.0,15418
1002341,P00226242,M,55+,1,A,4+,0,11,15.0,,4646
1002116,P00307342,M,18-25,4,B,4+,1,8,,,9764
1005636,P00303242,M,26-35,7,A,0,1,5,8.0,,5470
1004153,P00211542,M,51-55,17,B,3,1,5,,,5454
1005667,P00085942,M,36-45,7,B,1,1,2,4.0,8.0,12759
1006037,P00175942,F,46-50,1,C,4+,0,8,,,8047
1003808,P00195342,M,26-35,7,A,2,1,2,5.0,,13288
1000744,P00338442,M,26-35,17,B,2,0,1,16.0,,11577
1003727,P00295342,M,36-45,7,B,1,0,2,8.0,,16060
1002540,P00128142,F,46-50,6,B,3,1,1,5.0,18.0,11905
1005121,P00033642,M,26-35,7,C,4+,0,5,8.0,,3520
1003051,P00154342,M,18-25,17,B,0,0,5,,,5437
1004748,P00115542,M,46-50,16,B,3,0,8,,,5839
1002576,P00057942,M,18-25,17,B,0,0,1,2.0,6.0,15785
1005501,P00073842,M,26-35,2,A,3,0,1,15.0,17.0,15213
1000921,P0097242,M,26-35,17,B,1,0,1,16.0,,15451
1004448,P00054042,M,26-35,14,A,0,0,18,,,2267
1005070,P00319242,M,26-35,2,A,0,0,8,,,6045
1004275,P00334242,F,46-50,16,C,3,0,1,8.0,,19320
1000604,P00332942,M,46-50,17,C,2,1,5,8.0,,6938
1003229,P00348342,F,55+,1,B,3,0,8,17.0,,5817
1003590,P00030942,F,18-25,15,A,1,0,4,5.0,9.0,2131
1003687,P00063342,F,51-55,1,C,4+,0,1,2.0,9.0,4212
1001128,P00206642,M,26-35,1,A,2,0,5,,,3462
1005044,P00121642,F,36-45,6,C,0,1,5,14.0,,8827
1002332,P00086642,M,55+,14,B,2,0,8,,,7959
1004570,P00372445,M,46-50,17,C,0,1,20,,,606
1001317,P00082342,M,46-50,7,B,3,1,15,16.0,,4474
1001222,P00328142,M,36-45,0,C,4+,0,8,16.0,,5964
1001294,P00217942,F,51-55,20,B,4+,1,5,,,6910
1001671,P00121342,M,36-45,0,B,2,0,1,5.0,18.0,19523
1004647,P00034942,M,36-45,20,B,1,1,8,,,5963
1004567,P00183142,M,18-25,4,A,0,0,15,,,21486
1004281,P0095242,M,55+,13,A,4+,0,4,5.0,,2071
1002804,P00157642,F,36-45,0,C,2,0,1,14.0,16.0,15909
1003519,P00043742,F,26-35,14,A,1,1,5,8.0,,5413
1003265,P00112642,M,26-35,15,A,1,0,1,2.0,5.0,11640
1005220,P00346042,M,26-35,7,B,4+,0,6,8.0,15.0,8043
1003080,P00118742,M,26-35,20,A,4+,1,5,11.0,,8627
1004958,P00247942,M,18-25,7,B,1,0,5,14.0,15.0,8653
1001974,P00265242,M,36-45,17,B,1,0,5,8.0,,8692
1003578,P00221742,M,51-55,3,C,0,1,1,8.0,,15753
1003095,P00365242,F,26-35,3,B,1,1,5,8.0,,8697
1000415,P00217542,F,36-45,0,A,2,1,1,2.0,11.0,11843
1004203,P00324542,M,26-35,18,C,2,1,5,8.0,,5196
1003299,P00129442,F,26-35,4,B,2,0,5,8.0,,7179
1003031,P00228642,M,18-25,4,A,3,0,5,18.0,,8839
1001565,P00022542,M,46-50,17,B,1,1,5,,,5424
1001062,P00348942,M,51-55,19,C,3,0,8,13.0,,7966
1005083,P00219342,M,26-35,4,B,4+,1,5,14.0,,3442
1005121,P00305142,M,26-35,7,C,4+,0,1,,,12022
1002737,P00248742,M,26-35,3,B,3,0,5,,,1769
1005269,P00313342,M,18-25,0,B,4+,0,5,,,3595
1002683,P00057942,M,36-45,7,C,1,1,1,2.0,6.0,11996
1004034,P00181842,M,26-35,0,C,1,1,11,,,7481
1005886,P00218442,M,26-35,20,A,2,0,1,,,11426
1001421,P00343042,F,0-17,10,A,1,0,5,18.0,,6883
1003425,P00318742,M,18-25,20,A,1,0,1,8.0,,15286
1000822,P0095842,F,26-35,1,B,0,1,3,4.0,12.0,10958
1001875,P00229742,M,36-45,12,A,2,0,1,16.0,,11760
1003624,P00249642,M,26-35,12,B,0,1,3,5.0,,10558
1004917,P00310442,M,46-50,0,C,0,1,8,,,8028
1002311,P00059442,F,26-35,4,B,2,1,6,8.0,16.0,8233
1004456,P00104542,F,36-45,2,C,4+,0,8,,,7831
1002176,P00230342,M,0-17,19,B,1,0,5,14.0,,5146
1003990,P00006942,M,26-35,16,B,1,0,1,5.0,6.0,15422
1000073,P00117442,M,18-25,4,A,4+,0,5,14.0,,8624
1005493,P00296942,M,36-45,12,B,3,0,8,,,4175
1004186,P00294142,M,26-35,7,B,1,1,5,8.0,15.0,3505
1003411,P00156442,M,18-25,4,A,4+,0,8,,,7860
1003916,P00119542,M,26-35,4,A,2,1,8,14.0,,7767
1002124,P00211242,M,26-35,0,B,1,1,8,12.0,,5824
1003280,P00216742,M,26-35,7,B,1,0,5,,,6990
1003067,P00219842,F,26-35,0,A,1,0,5,,,5373
1000018,P00222942,F,18-25,3,B,3,0,1,2.0,8.0,3854
1001150,P00354642,F,26-35,20,A,1,0,8,13.0,,6110
1000386,P00062842,M,26-35,0,A,1,1,1,2.0,13.0,8101
1005575,P00183442,M,36-45,7,C,2,0,1,2.0,,12062
1004268,P00062842,F,46-50,20,B,3,0,1,2.0,13.0,19098
1001433,P00249542,F,18-25,14,C,1,0,1,5.0,15.0,15427
1003029,P00151042,M,18-25,4,A,4+,0,5,,,5391
1005263,P00002142,M,36-45,7,B,1,0,1,5.0,8.0,15240
1000338,P00150342,M,36-45,7,A,1,0,8,14.0,,8082
1000824,P00267142,M,36-45,12,A,2,1,8,12.0,,4185
1005020,P00127542,F,55+,13,C,2,1,1,2.0,15.0,15296
1002056,P00021742,M,26-35,4,B,2,0,5,,,8812
1001088,P0094942,F,0-17,10,A,3,0,4,8.0,,2142
1004888,P00084642,F,55+,0,B,4+,0,13,16.0,,929
1001150,P00118142,F,26-35,20,A,1,0,8,17.0,,5902
1002304,P00062742,M,46-50,12,B,2,1,8,17.0,,5941
1005255,P00110842,M,0-17,10,A,3,0,1,2.0,5.0,15445
1002023,P00074342,M,18-25,4,B,2,1,5,,,8699
1004516,P00177342,M,18-25,4,C,1,1,8,,,7860
1003435,P00111942,M,46-50,1,B,3,0,8,17.0,,7759
1005428,P00248942,F,26-35,6,B,4+,0,1,6.0,14.0,19371
1004081,P00110542,M,18-25,12,C,2,0,8,,,9783
1005794,P00064242,M,36-45,17,A,1,0,5,,,7123
1000378,P00304842,F,18-25,0,A,1,1,8,,,5961
1004524,P00016042,M,26-35,2,A,2,1,1,16.0,,11915
1000097,P00103342,F,36-45,3,C,3,0,8,,,10064
1002878,P00289242,F,51-55,20,A,2,1,1,8.0,,11808
1001405,P00125342,M,55+,13,C,1,1,11,,,6017
1001224,P00193242,M,51-55,13,B,4+,0,6,8.0,,20429
1004327,P00345842,M,36-45,17,B,1,0,2,8.0,14.0,13304
1003669,P00170442,M,26-35,14,A,2,0,5,,,5435
1005520,P00127442,M,46-50,1,C,0,1,1,2.0,15.0,11413
1001260,P00259342,M,26-35,17,B,0,0,5,9.0,,6880
1005015,P00067942,M,36-45,6,B,2,1,5,14.0,,8735
1005562,P00192042,F,36-45,1,C,4+,0,5,9.0,14.0,5437
1000319,P00326642,F,51-55,6,B,3,1,8,,,7888
1003589,P00101342,F,46-50,0,B,1,1,6,8.0,,16608
1001952,P00350342,M,36-45,1,B,1,1,1,6.0,,3863
1004447,P00338842,M,46-50,5,B,0,1,11,16.0,,4442
1003226,P00265342,M,36-45,4,A,1,1,7,,,16870
1004915,P00216142,M,26-35,12,B,2,1,1,16.0,,11476
1005647,P00154642,M,18-25,1,C,2,0,8,,,8016
1001121,P00033042,M,55+,7,C,4+,1,5,14.0,,6996
1000202,P00329342,M,18-25,4,A,3,0,5,,,3633
1003709,P00269442,M,26-35,12,C,3,0,11,15.0,,5962
1002990,P00080042,M,36-45,12,B,1,1,5,14.0,,7012
1004647,P00352342,M,36-45,20,B,1,1,8,14.0,,5873
1001884,P00324942,M,46-50,20,B,1,1,5,,,6994
1000338,P00295942,M,36-45,7,A,1,0,2,5.0,15.0,16086
1004034,P00015042,M,26-35,0,C,1,1,8,17.0,,9902
1003209,P00133442,M,26-35,0,C,3,0,1,16.0,,11448
1000424,P00198042,M,26-35,17,A,3,0,11,16.0,,7570
1004083,P00259942,M,55+,14,A,0,0,16,,,4277
1001695,P00002942,M,26-35,1,C,1,1,2,15.0,,16049
1000042,P00352142,M,26-35,8,C,0,1,1,6.0,16.0,15634
1001889,P00130242,M,18-25,14,B,2,0,8,,,7961
1001120,P00001042,M,18-25,4,A,0,1,1,2.0,16.0,15540
1002060,P00302042,M,0-17,1,C,3,0,5,,,3673
1000670,P00258742,M,26-35,12,B,3,1,5,,,7086
1004227,P0094642,M,26-35,19,A,0,0,4,5.0,,1403
1000655,P00216142,F,26-35,2,B,2,0,1,16.0,,11397
1001797,P00085242,M,36-45,7,C,2,0,8,14.0,17.0,9910
1002962,P00163442,M,36-45,3,A,2,0,6,8.0,13.0,12462
1003235,P00270242,M,18-25,4,C,4+,0,8,,,7828
1002791,P00084842,M,55+,7,A,1,1,8,16.0,,9893
1000550,P00188542,M,46-50,8,B,1,1,5,8.0,14.0,5426
1001404,P00190042,M,51-55,16,B,1,1,3,4.0,5.0,10871
1003170,P00216042,M,26-35,0,C,4+,0,5,8.0,,6861
1003292,P00181842,F,51-55,6,B,3,0,11,,,5917
1003889,P00210942,M,46-50,6,C,0,1,5,12.0,,8892
1005647,P00121342,M,18-25,1,C,2,0,1,5.0,18.0,15818
1005691,P00190042,M,36-45,14,C,1,0,3,4.0,5.0,13509
1004645,P00117842,F,51-55,6,C,1,1,5,13.0,16.0,8894
1003080,P00370242,M,26-35,20,A,4+,1,5,,,8857
1002176,P00268442,M,0-17,19,B,1,0,8,17.0,,9848
1005113,P00251242,M,26-35,0,A,3,1,5,11.0,,3611
1004543,P00302142,M,26-35,2,A,0,0,5,14.0,,6885
1005758,P00052642,F,51-55,1,C,2,0,5,14.0,,8662
1003528,P00227342,M,36-45,5,C,1,0,11,,,3170
1004101,P00327942,M,18-25,4,C,3,0,5,,,5207
1003684,P00278642,M,26-35,17,C,4+,1,5,,,6953
1000622,P00366442,M,26-35,0,B,1,1,8,12.0,,8117
1003394,P00005042,M,36-45,7,B,4+,0,6,16.0,,16021
1002081,P00355642,M,18-25,17,C,1,0,16,,,16461
1003912,P00028842,M,26-35,4,A,2,0,6,8.0,,20495
1002304,P00182142,M,46-50,12,B,2,1,1,5.0,6.0,15309
1003042,P00117942,M,55+,1,C,3,0,5,15.0,,7116
1002878,P00275842,F,51-55,20,A,2,1,2,9.0,15.0,9653
1000071,P00258742,M,26-35,14,A,0,1,5,,,8838
1005930,P00036742,F,36-45,17,C,3,0,1,16.0,,15537
1003659,P00182242,M,18-25,4,C,1,0,1,5.0,6.0,15173
1004445,P00293242,M,26-35,3,A,4+,0,8,16.0,,7832
1003264,P00363242,F,26-35,1,C,0,1,1,2.0,9.0,8081
1004879,P00001742,M,26-35,3,A,2,0,8,14.0,,5823
1002221,P00016742,M,55+,17,B,0,1,1,15.0,16.0,11599
1005841,P00295742,F,36-45,7,A,4+,1,8,,,7778
1000206,P00111142,M,26-35,17,C,1,0,1,15.0,16.0,18970
1003123,P00240442,M,26-35,2,B,3,0,6,16.0,,8522
1004542,P00080342,M,36-45,0,C,1,0,1,6.0,8.0,11451
1004345,P00085942,F,26-35,14,B,1,0,2,4.0,8.0,15925
1005049,P00205942,M,26-35,12,B,0,0,5,8.0,14.0,7106
1005768,P00188242,F,0-17,7,C,3,0,8,14.0,,9842
1005539,P00350642,F,26-35,20,B,1,1,8,,,9796
1001635,P00315842,M,26-35,0,B,1,0,5,,,5247
1000961,P00278442,M,18-25,10,A,2,0,11,,,4567
1005659,P00223242,M,26-35,0,C,3,1,5,14.0,,8625
1000955,P00086142,F,51-55,7,B,1,1,5,,,5408
1005546,P00242742,M,18-25,14,C,1,0,1,2.0,9.0,4533
1005333,P00045842,F,26-35,7,A,4+,0,5,14.0,,5370
1001260,P00274142,M,26-35,17,B,0,0,1,,,15396
1001314,P00307442,F,18-25,4,C,0,0,5,8.0,,5260
1001717,P00174242,F,51-55,6,B,1,0,15,16.0,,17057
1004972,P00345642,M,36-45,0,C,2,0,1,15.0,16.0,11408
1003900,P00008742,F,26-35,14,B,2,1,5,,,5195
1003946,P00033342,F,26-35,12,B,0,0,5,14.0,,5202
1004543,P00179042,M,26-35,2,A,0,0,11,,,4470
1003768,P00269342,M,26-35,4,B,2,0,2,3.0,4.0,10030
1005522,P00324942,M,26-35,14,B,0,0,5,,,7153
1004659,P00103042,F,26-35,14,C,0,0,1,14.0,,15627
1001793,P00250642,M,26-35,4,B,1,0,11,,,4568
1004004,P00036842,M,51-55,0,C,1,1,1,14.0,16.0,11516
1003641,P00100642,M,26-35,0,B,1,0,5,15.0,,7023
1001328,P00037142,M,36-45,14,A,1,0,1,2.0,5.0,15318
1000770,P00145042,M,18-25,4,B,2,1,1,2.0,5.0,11949
1005988,P00220442,M,26-35,15,B,1,1,5,14.0,,3578
1003648,P00057942,M,18-25,4,B,1,0,1,2.0,6.0,15710
1001130,P00010942,M,18-25,7,C,1,0,1,2.0,6.0,15300
1000380,P00017542,M,26-35,2,C,1,0,5,,,8844
1001858,P00248442,F,18-25,4,B,0,0,3,4.0,,13635
1004484,P00274042,F,26-35,17,C,1,0,1,,,15439
1000678,P00053842,M,26-35,0,A,0,1,4,5.0,12.0,2830
1003065,P00035842,F,18-25,4,A,2,0,5,6.0,9.0,5452
1002564,P00022642,F,36-45,20,C,2,1,5,8.0,,7106
1005558,P00184242,M,0-17,10,B,2,0,9,15.0,,18467
1004889,P00109542,M,18-25,4,C,3,0,8,14.0,17.0,6089
1001752,P00026642,M,26-35,3,B,1,0,8,,,7874
1002355,P00240142,F,46-50,9,C,2,1,5,,,5156
1001303,P00236542,M,26-35,19,A,4+,0,8,11.0,,5979
1002955,P00112642,M,36-45,14,C,3,0,1,2.0,5.0,8098
1003285,P00037142,M,26-35,4,B,3,0,1,2.0,5.0,4005
1001752,P00317442,M,26-35,3,B,1,0,1,8.0,,15577
1001303,P00047242,M,26-35,19,A,4+,0,1,5.0,,7602
1004682,P00329642,M,26-35,7,B,3,1,8,14.0,,5874
1005074,P00305042,M,0-17,0,B,2,0,11,13.0,16.0,1736
1005955,P00223242,F,26-35,7,A,1,0,5,14.0,,3447
1003618,P00173842,M,55+,17,A,4+,1,1,2.0,15.0,11912
1001397,P00090842,M,36-45,7,C,3,1,11,15.0,,3061
1003483,P00243942,F,46-50,7,B,0,1,1,2.0,15.0,15847
1005282,P00287342,F,18-25,4,B,1,1,5,,,3656
1000655,P00184042,F,26-35,2,B,2,0,1,8.0,,15607
1003967,P00245642,F,18-25,2,A,1,0,5,11.0,12.0,5376
